Row;Column;L11;a11;b11;L12;a12;b12;L13;a13;b13;L14;a14;b14;L15;a15;b15;L16;a16;b16;L17;a17;b17;L18;a18;b18;L21;a21;b21;L22;a22;b22;L23;a23;b23;L24;a24;b24;L25;a25;b25;L26;a26;b26;L27;a27;b27;L28;a28;b28;L31;a31;b31;L32;a32;b32;L33;a33;b33;L34;a34;b34;L35;a35;b35;L36;a36;b36;L37;a37;b37;L38;a38;b38;L41;a41;b41;L42;a42;b42;L43;a43;b43;L44;a44;b44;L45;a45;b45;L46;a46;b46;L47;a47;b47;L48;a48;b48;L51;a51;b51;L52;a52;b52;L53;a53;b53;L54;a54;b54;L55;a55;b55;L56;a56;b56;L57;a57;b57;L58;a58;b58;L61;a61;b61;L62;a62;b62;L63;a63;b63;L64;a64;b64;L65;a65;b65;L66;a66;b66;L67;a67;b67;L68;a68;b68;L71;a71;b71;L72;a72;b72;L73;a73;b73;L74;a74;b74;L75;a75;b75;L76;a76;b76;L77;a77;b77;L78;a78;b78;L81;a81;b81;L82;a82;b82;L83;a83;b83;L84;a84;b84;L85;a85;b85;L86;a86;b86;L87;a87;b87;L88;a88;b88
2;1;55,0202;0,0301;2,1568;45,8072;-16,4519;26,7422;55,5284;-0,022;2,0336;50,7292;-4,5641;-25,3441;57,5074;7,0858;-27,1517;54,95;0,0903;2,3027;70,7239;-32,9383;-1,0451;55,5341;0,1866;1,2863;94,6954;0,618;0,4719;53,5496;49,7187;17,7362;72,7784;12,8524;11,9655;36,5372;13,0547;24,5843;64,1792;16,3487;14,046;58,4165;11,4452;22,6718;84,202;2,4732;86,3765;73,9807;18,6788;74,0718;83,8559;0,3614;1,0648;64,727;13,8264;15,6014;70,1914;9,722;12,6288;37,1651;15,638;32,1197;67,8867;8,7968;17,6;62,0768;15,6085;21,358;59,2889;16,4336;20,5371;42,6339;56,1191;35,0595;69,7647;0,1196;1,6533;45,1408;18,5119;21,4122;40,9893;13,456;23,6938;55,5982;0,0923;2,6823;55,1053;0,0157;2,4522;67,019;13,1724;14,4657;74,0884;9,239;13,6122;52,8737;49,1874;-16,534;54,8715;0,0501;2,4927;73,7532;9,7304;10,882;55,6626;0,0064;2,4067;55,4247;0,1118;2,6035;56,1549;-0,0057;2,3972;54,9166;0,0345;2,4017;46,426;14,705;23,2346;54,1207;0,0627;2,4514;42,9778;0,1535;2,7479;69,467;14,2613;12,4253;74,9227;8,6531;15,293;71,4998;12,1828;11,1089;55,3313;12,0544;22,6481;50,9603;19,0847;23,3983;66,7727;12,7584;16,3275;56,1882;-41,382;33,0842;20,8344;0,5191;1,3213;66,8868;17,2124;13,6244;58,6398;16,4964;17,326;71,3031;12,871;10,0562;40,117;15,5016;19,7948;34,6104;13,0974;15,5342;31,2199;11,5045;14,0155;73,2126;-24,9011;58,8006;55,7525;0,0335;2,5375;64,6057;36,7473;62,9788;54,9476;0,0571;2,61;51,002;-32,6402;-30,5985;26,4264;26,0976;-28,6231;54,6433;0,0837;2,459;29,4343;12,3654;-46,2388;54,7944;0,0323;2,5002
2;1;53,4407;0,0946;2,0121;43,8669;-16,831;26,8123;53,5031;0,0747;2,0904;49,0694;-5,2981;-25,6986;56,2285;7,0015;-28,0866;54,1236;0,0507;2,1334;70,0468;-33,923;-2,076;54,4193;0,1203;1,8423;94,2987;0,7026;0,5725;52,5556;49,6819;18,1394;72,4477;13,146;12,1306;36,5741;13,2454;24,9608;62,8316;16,9661;14,3892;57,6695;11,7436;22,5533;84,0334;2,6058;88,1789;73,5274;19,3962;74,9431;83,1152;0,4082;0,9515;63,8093;14,1613;15,7888;69,1891;9,8473;12,8677;36,5804;15,5239;31,9988;66,7337;9,0344;18,028;60,5406;16,3094;21,6764;58,204;16,6743;20,6747;42,2143;55,8445;35,9049;68,5482;0,1465;1,7322;44,2318;18,3706;21,6686;40,1739;13,6871;23,6529;54,4989;0,0484;2,3865;54,8265;0,0834;2,3309;65,8664;13,4756;14,8617;73,2705;9,3661;13,9812;51,8861;49,6363;-16,8712;54,4497;0,1248;2,4094;72,9582;9,9608;11,0266;54,206;0,0748;2,3834;54,3554;0,0398;2,4;54,4687;0,076;2,3645;53,889;0,071;2,3981;45,5095;14,8274;23,3019;53,6555;0,1103;2,1994;41,2166;0,1489;2,7646;68,4026;14,7367;12,4939;74,2391;8,8699;15,945;70,8497;12,3575;11,2551;54,4807;12,503;22,3934;48,7721;19,6881;23,2313;65,5375;13,191;16,6665;54,9492;-41,9965;33,3745;19,3541;0,5962;0,9869;65,9499;17,4012;13,7791;57,6651;16,9764;17,5158;71,0338;12,9923;10,108;39,189;15,7841;19,7022;33,7194;12,9935;15,8341;30,1493;11,3793;13,9911;72,234;-25,5971;59,1891;53,7803;0,084;2,211;63,9231;37,7314;64,1606;53,6156;0,1235;2,4351;49,9536;-33,2373;-31,9002;25,8166;25,6418;-28,7716;53,58;0,0973;2,423;29,2084;10,7182;-46,7126;57,5223;0,2538;0,385
2;1;53,8813;0,0855;2,0729;44,7326;-16,5805;26,5735;53,8792;-0,0419;2,0196;50,1807;-4,873;-25,8857;56,521;7,1747;-27,7876;55,1315;0,0817;1,9031;70,116;-34,132;-1,2961;55,1064;0,0698;1,5814;94,3031;0,7145;0,5662;52,7688;50,1656;17,9403;72,3106;12,9507;12,2647;36,2388;13,2618;24,6651;63,4345;16,6445;14,2229;57,9267;11,648;22,9653;84,1757;2,4269;87,7267;73,5493;19,2505;74,1656;83,9504;0,3827;0,9745;64,0572;14,1343;15,9185;69,48;9,8856;12,9026;37,1123;15,7891;32,1049;67,2395;9,0485;17,6146;61,2227;15,8924;21,4601;58,8901;16,3576;20,675;42,5647;56,514;34,8796;69,5471;0,0718;1,635;44,4492;18,6084;21,8541;41,1312;13,7681;24,1514;55,2685;0,0082;2,2574;55,1091;-0,0097;2,1548;66,4837;13,2662;14,6088;73,2842;9,245;13,788;52,3629;49,7906;-16,3754;54,9141;0,075;2,1949;73,5543;9,8819;10,9416;54,8044;0,0673;2,3395;55,2022;0,0485;2,293;55,4291;0,0492;2,2665;54,3541;0,1256;2,2539;46,1479;14,8506;23,6517;54,0841;0,1401;2,2486;41,2834;0,1623;2,8959;68,7264;14,5954;12,5493;74,1812;8,8647;15,8647;70,8906;12,2822;11,2146;54,5332;12,3856;22,465;49,5375;19,6586;23,1889;66,2606;13,0346;16,5893;55,404;-42,4462;32,6248;18,6542;0,5676;1,1275;66,3663;17,3345;13,8666;57,6379;16,9022;17,6596;70,9209;12,9562;10,0504;39,5316;15,8029;19,6504;33,3664;13,1697;15,3849;29,9016;11,4705;13,486;72,5747;-25,3493;58,8323;54,3978;0,0402;2,3317;64,5639;36,522;64,0145;53,2922;0,0736;2,4198;49,6691;-33,6722;-32,1794;25,7611;26,1628;-29,2849;54,1981;0,1026;2,2936;28,9321;10,8176;-46,7797;54,1383;0,0333;2,3073
2;1;54,7631;0,0613;2,1038;45,3726;-16,2646;27,2201;53,2236;0,1971;2,2656;49,9345;-4,3341;-25,0416;56,9845;7,2846;-27,4823;54,847;0,0678;2,0329;70,5549;-33,5265;-0,6722;54,7555;0,1573;1,4295;94,6146;0,6343;0,8461;52,6618;49,741;17,9643;70,686;13,2132;12,2285;36,1312;13,0436;24,0001;63,2217;16,7983;14,2527;57,5208;11,7453;22,8117;84,3493;2,5005;87,3956;73,4891;19,6364;74,3214;82,8679;0,3737;1,1417;64,2548;14,1807;15,9878;69,5;9,9238;12,9406;36,4888;15,7773;31,5209;67,0678;8,9516;17,974;60,7745;16,1766;21,7475;57,892;16,9162;20,8362;42,245;56,0528;35,5329;68,6705;0,1137;1,7419;44,857;18,2778;21,8683;40,4909;13,4931;23,6117;54,3155;0,0492;2,3816;54,6693;0,0255;2,3789;65,9526;13,6254;14,8566;73,121;9,3726;13,9395;52,2056;49,923;-16,4379;55,1741;0,1168;2,3582;73,2033;9,9789;11,0405;54,7334;0,0674;2,3366;54,3379;0,064;2,4459;55,073;0,0604;2,2894;54,2329;0,0223;2,3565;45,1463;14,7957;23,2157;53,8364;0,0642;2,335;41,9331;0,2157;2,8327;68,5193;14,7317;12,6151;73,3829;8,8834;15,837;70,7246;12,4513;11,1368;54,241;12,3626;22,2297;48,8584;19,5045;22,9676;65,5963;13,2639;16,7421;55,6318;-41,0281;34,3871;19,4692;0,6047;0,9654;65,93;17,7503;13,8128;56,9881;16,8412;17,3876;70,7737;13,2012;10,1613;38,6045;15,6983;19,2578;33,8099;12,8824;15,7976;29,8967;11,5531;13,5255;72,5518;-25,0652;59,5724;53,6934;0,1479;2,491;64,2153;37,7087;63,9772;53,5485;0,0962;2,4699;50,1133;-32,7414;-31,0471;26,4274;25,862;-27,94;54,4976;-0,0016;2,3876;29,3475;11,2042;-46,3201;53,8865;0,0866;2,4719
2;1;54,94;0,0642;2,1357;45,7909;-15,458;27,2679;55,2204;0,0782;2,0551;51,0513;-3,8996;-24,5243;57,68;7,6646;-26,5649;54,7974;0,1386;2,0875;71,595;-32,2899;0,0123;55,9308;0,1135;1,4918;94,4547;0,654;0,6137;53,604;49,2816;18,5064;73,2514;12,8715;11,9108;36,9133;12,8524;23,7953;64,0698;16,3539;13,6874;59,2755;11,2989;22,6081;84,5915;2,1459;85,6894;74,0427;18,4301;73,7134;84,3967;0,3892;0,8997;65,0553;13,6956;15,2511;70,2498;9,7376;12,3146;37,2398;15,7155;30,5719;67,7304;8,8528;17,7935;62,2161;15,673;21,0536;59,5958;16,3735;20,354;43,2924;56,0115;34,6098;69,8866;0,1158;1,6848;45,1797;18,4741;21,0975;41,663;13,4484;23,6896;55,3698;0,0471;2,2765;55,2357;0,0484;2,3682;67,3407;13,0679;14,1389;73,9081;9,0528;13,4933;53,3637;49,1505;-15,835;54,7508;0,1361;2,4067;73,3378;9,8257;10,6134;55,5103;0,0731;2,2468;55,5753;0,0744;2,2927;55,3382;0,1278;2,3176;54,8674;0,0969;2,2729;46,5618;14,5672;23,3257;54,7325;0,173;2,3087;42,2474;0,1948;2,9388;69,1805;14,5071;12,2395;75,131;8,7552;15,4476;71,5517;12,2073;10,8359;55,59;12,1036;22,4242;50,4983;19,4643;23,0863;67,0697;12,7238;16,1502;56,6186;-39,9642;34,2296;21,1035;0,6921;1,4758;66,7527;17,3143;13,4037;59,4173;16,5239;17,1251;71,4147;12,9264;9,7706;39,7235;15,4713;19,3127;34,5382;13,1652;15,4855;31,0143;11,3115;13,4569;73,4528;-24,46;58,8614;55,4619;0,1096;2,4155;64,4261;36,6044;62,7439;54,441;0,1026;2,451;51,2183;-31,796;-30,7063;27,337;26,931;-27,3176;55,3109;0,1021;2,3303;30,1023;12,0568;-45,2514;54,8276;0,0613;2,4028
2;1;56,3153;0,0391;2,1033;46,4234;-16,0311;27,8463;55,3891;0,0674;2,1395;51,2274;-3,9546;-24,7841;57,6299;7,9936;-26,5177;55,7484;0,1249;2,044;71,5366;-32,2069;0,3687;56,4156;0,0874;1,9504;94,3703;0,656;0,7673;53,5389;49,2202;18,5834;72,8486;12,9155;11,843;37,1943;13,1245;24,8069;63,7393;16,5626;13,9094;59,0041;11,5514;22,5708;84,326;2,3364;86,768;73,7605;18,9403;73,8244;83,9285;0,3729;0,9498;64,6721;13,9035;15,4211;69,8315;9,8586;12,6203;36,9411;15,685;30,5275;67,3988;8,9496;17,7302;61,5458;15,8938;21,4912;59,27;16,4642;20,3544;42,8102;55,6242;35,2952;70,0709;0,0925;1,5676;45,5313;18,6057;21,7122;41,2935;13,657;23,4486;55,9393;0,0716;2,3409;55,817;0,0931;2,3121;66,8044;13,279;14,5522;73,7263;9,1604;13,7347;53,4378;48,7549;-15,9717;56,518;0,1051;2,2361;73,3635;9,8737;10,9096;55,1255;0,1077;2,3924;55,8221;0,1026;2,3407;56,2567;0,078;2,3491;55,7276;0,0384;2,1944;46,7142;14,737;23,5367;55,7186;0,0836;2,3219;43,0697;0,2435;2,6681;68,5362;14,6171;12,3951;74,7647;8,8028;15,3077;71,2806;12,2226;10,9293;55,6177;12,1568;22,3006;50,593;19,4562;23,5384;66,493;12,9468;16,3509;57,1914;-40,435;35,3787;20,5943;0,7963;1,3402;65,9567;17,5879;13,6749;58,7196;16,7146;17,2454;71,2948;12,8926;9,9071;40,3012;15,7305;19,9024;34,9169;13,1924;16,0584;30,8455;11,6139;13,5965;73,4682;-24,3073;59,3262;54,9274;0,1023;2,554;64,6789;36,6369;62,936;54,35;0,1046;2,5123;50,913;-31,986;-30,431;27,5593;26,2303;-28,2712;54,8509;0,0956;2,5158;30,2971;11,2901;-45,857;54,6774;0,1019;2,4831
2;1;56,4184;0,0569;1,9696;46,7044;-16,7895;28,3196;55,7113;0,083;2,1135;51,0488;-4,4488;-25,34;57,2064;8,1517;-26,8651;56,4297;0,0994;1,8941;71,1676;-33,3188;0,3994;56,4288;0,1308;1,1995;94,7462;0,6275;0,747;53,4725;49,4684;19,3447;72,7697;12,9247;12,0755;37,3666;12,9998;25,297;64,3058;16,3907;13,7974;59,4129;11,4749;22,9645;84,4714;2,2935;87,0154;74,1617;18,4535;74,7192;84,5747;0,3467;1,047;64,9075;13,6912;15,5547;69,7392;9,7744;12,6023;36,7976;15,9652;32,3968;67,728;8,9565;17,7493;62,233;15,5564;21,299;59,9151;16,2527;20,6218;42,7698;56,1127;35,2519;71,3812;0,1206;1,5949;45,4204;18,7393;22,1784;40,9403;13,4963;24,5653;55,6745;0,1018;2,2171;55,7135;0,1172;2,2291;66,9457;13,0597;14,5097;73,7424;9,1302;13,6677;52,7058;49,7726;-16,3801;55,7499;0,0558;2,3684;73,2402;9,8203;11,0225;54,6352;0,2178;2,5726;55,614;0,0859;2,3488;55,6072;0,0925;2,3573;55,5091;0,0252;2,4549;46,977;14,8776;23,7263;54,7348;0,0831;2,3494;43,0211;0,2118;2,7836;68,7351;14,4544;12,4639;74,5028;8,739;15,5175;71,4784;12,1688;11,0031;56,3538;11,9941;23,0048;50,7498;19,4755;23,5125;66,7249;12,7883;16,3051;56,6637;-41,3468;34,5011;20,1898;0,4536;1,2651;66,3741;17,1296;13,719;59,3217;16,3134;17,1423;71,2721;12,7801;10,0874;40,4363;15,8366;20,1482;34,1339;13,3666;15,756;31,1774;11,4423;13,2872;72,8946;-25,0944;58,7542;54,9183;0,1074;2,5375;64,4481;36,8599;63,2286;53,2064;0,2633;2,7063;50,6403;-32,8412;-30,9153;27,1719;26,1428;-28,9354;55,0523;0,0927;2,5748;29,8111;11,0238;-46,168;55,6463;0,0206;2,3289
2;1;53,0858;0,0703;2,1832;43,6045;-16,4076;27,1516;52,5335;0,0792;2,2771;49,2474;-4,5801;-25,5752;56,1517;7,0851;-27,8913;53,8642;0,048;2,2016;69,9234;-34,5789;-0,5853;53,236;0,0905;2,202;94,6867;0,6524;0,7702;51,8462;50,2964;18,2615;72,5743;13,0292;12,225;35,7221;12,7551;24,1393;62,0504;16,6626;14,2426;57,7238;11,5358;22,8888;84,2229;2,6344;88,6588;73,7416;19,518;75,6344;83,2895;0,3063;1,1407;64,0289;14,0601;15,8079;69,5373;9,8444;12,8938;35,3352;15,6035;30,5268;65,2123;9,0238;18,2669;60,6447;16,1559;21,9155;58,3298;16,7569;20,9627;42,3176;56,1069;36,0695;68,3952;0,1107;1,8824;43,8547;18,4442;21,5832;40,0164;13,7252;23,6618;53,877;0,0658;2,4469;53,3925;0,0935;2,5057;66,1219;13,5292;14,8683;73,1127;9,3429;14,1565;51,7853;49,4361;-16,8009;53,8028;0,0472;2,6733;72,8192;9,9725;11,0722;53,6663;0,0909;2,4617;54,3986;0,0529;2,2799;54,24;0,0808;2,4276;53,7493;0,0869;2,5379;45,2684;14,7407;23,6668;53,4042;0,128;2,3897;40,0282;0,4104;2,4315;68,2431;14,7879;12,5313;74,458;8,8973;16,0384;70,8064;12,4551;11,3121;52,8123;12,2769;22,1779;48,7303;19,6629;23,1696;65,3354;13,3258;16,8049;55,1836;-41,7523;34,1645;19,1721;0,6275;0,8361;65,7975;17,6224;13,8458;58,0243;16,8566;17,549;70,9501;13,0993;10,1886;37,4482;15,3508;19,3721;32,6512;13,1318;15,2544;29,5457;11,3714;13,0996;72,3321;-25,6875;59,5007;52,9303;0,0487;2,4728;63,4688;38,3644;63,5427;53,0395;0,0502;2,6654;49,8262;-33,7404;-31,9566;25,2832;24,8077;-28,0012;52,8656;0,1486;2,6664;29,0915;10,2944;-46,789;56,8381;0,2697;0,5146
2;1;54,4468;0,0114;2,1592;45,0252;-16,4524;27,0605;53,8633;0,0812;2,1672;50,4927;-4,2591;-25,1866;57,0733;8,0636;-27,075;55,3687;0,106;1,9708;71,0265;-32,8038;0,0236;55,8683;0,0082;1,8737;94,1929;0,7185;0,6777;52,5316;49,7181;18,1287;72,9637;12,932;11,9437;36,1724;12,7555;24,0177;62,495;16,4324;14,0236;58,6533;11,3834;22,766;84,2524;2,2822;86,7643;73,7479;19,0668;73,8392;83,4045;0,4021;1,0238;64,5225;13,8357;15,5009;69,6629;9,8509;12,7319;36,8349;15,6645;31,5613;65,7011;9,007;18,1215;61,7749;15,777;21,317;59,2635;16,266;20,5574;42,873;55,754;34,9628;69,8616;0,1098;1,7588;45,2436;18,6352;21,6108;41,3593;13,5459;23,7803;55,4017;0,0496;2,303;55,131;0,0946;2,2762;66,8189;13,2285;14,4361;73,509;9,2072;13,769;53,009;49,4085;-16,3673;54,6185;0,1276;2,5123;73,1124;9,8795;11,0398;54,886;0,1181;2,376;56,2455;0,13;2,2335;56,2584;0,0714;2,2705;55,2438;-0,0043;2,3022;46,4639;14,6315;23,7485;54,414;0,0415;2,4321;42,0468;0,1882;2,7338;68,4471;14,6525;12,4428;74,5143;8,8105;15,7185;71,054;12,3783;11,1772;54,257;12,1354;22,1428;50,3679;19,452;23,1756;66,3346;12,8522;16,3826;56,4833;-41,0147;34,4245;19,63;0,5898;0,9216;66,2118;17,3305;13,7025;58,7893;16,5957;17,2633;71,0932;13,153;9,9762;38,8518;15,5461;19,4123;33,9412;13,0726;16,2399;30,624;11,5688;13,4715;73,3207;-24,8326;59,218;54,4921;0,0723;2,3061;63,9668;37,7719;63,0107;53,6126;0,1057;2,646;50,2771;-33,1538;-31,3779;25,7216;25,5896;-28,1085;54,8073;0,0888;2,4051;29,5184;11,2772;-46,3437;57,0152;0,3293;0,5354
2;1;55,1679;0,0483;2,1275;45,3923;-16,042;28,0724;55,4065;0,0166;2,0209;51,1445;-4,2562;-24,5628;56,3986;7,5469;-25,9035;54,7098;0,0377;2,1175;71,0709;-33,0378;-0,1514;54,9717;0,0899;1,8325;94,5516;0,6433;0,7308;52,6264;49,7431;18,0541;72,1834;13,1994;12,2465;36,3636;13,1077;24,5804;61,5607;16,7776;14,4445;57,3047;11,8762;22,8438;84,2533;2,4532;86,5662;73,8408;19,1;73,6933;83,1102;0,3372;1,2336;64,1852;14,2054;15,901;69,4082;10,0526;12,9003;36,41;15,4627;30,9967;66,788;9,0466;18,0256;60,5611;16,3634;21,7532;58,0365;16,8815;20,7106;42,5488;55,1016;34,9292;68,7514;0,1018;1,7741;43,9294;18,8002;21,6644;40,6936;13,6883;23,5911;54,284;0,0282;2,498;54,5319;0,0752;2,2869;65,8643;13,652;15,0008;73,3331;9,3591;13,9757;52,9613;48,9786;-16,5739;55,1767;0,0569;2,299;73,1171;10,068;11,3096;54,9443;0,0592;2,369;54,8345;0,08;2,4068;54,7911;0,0247;2,2434;54,5734;0,0688;2,3279;45,2298;14,8811;23,1796;54,2458;0,0684;2,4071;42,6575;0,1434;2,8949;67,8934;14,8864;12,7254;74,3211;9,0181;15,6716;71,0098;12,4262;11,29;53,4336;12,5075;21,8606;49,1429;19,5448;23,1252;65,1433;13,4378;16,8054;56,3302;-40,6573;34,309;20,5186;0,4833;1,602;65,1209;17,9275;14,1236;57,5414;16,9183;17,6456;71,0128;13,0832;10,2258;38,3712;15,6903;19,5053;33,7689;13,0355;15,7315;29,9696;11,6276;13,6947;72,9369;-25,1764;58,9784;54,6479;0,0405;2,5375;64,1769;38,0115;62,6278;53,6683;0,0707;2,4905;50,6968;-32,3665;-30,2531;26,7804;26,2326;-28,1384;54,3643;0,0617;2,5707;30,0582;11,2324;-46,1686;54,3862;0,0499;2,5644
2;1;55,2732;0,0329;1,9252;45,2687;-16,2133;27,2528;54,0159;-0,0239;2,089;50,0015;-4,0549;-25,1844;55,6249;8,2234;-26,2679;54,9505;0,0681;2,064;71,127;-32,8566;-0,2778;55,7726;0,1323;1,7364;94,5904;0,6066;0,5291;52,6779;50,1192;18,2658;73,0372;12,9256;11,8717;37,3069;12,8938;24,9305;62,5505;16,3896;13,9385;58,6752;11,4544;22,5161;84,3576;2,2258;86,4283;74,095;18,6018;73,7133;83,783;0,3699;0,9723;64,925;13,6566;15,3778;70,0079;9,8177;12,4751;36,3976;15,6185;30,6226;67,2785;8,8668;17,7946;61,7776;15,8168;21,1984;59,1937;16,3383;20,5682;42,9868;56,2898;35,3428;69,6404;0,1367;1,5381;44,8105;18,6468;21,6645;41,0596;13,5911;23,3588;54,6626;0,0824;2,269;54,5654;0,0194;2,2808;66,6463;13,2035;14,4781;73,745;9,1301;13,5329;52,8584;49,8431;-16,4328;54,8163;0,1421;2,261;73,2506;9,8237;10,7699;54,6063;0,0657;2,2967;55,4009;0,0803;2,3036;54,7771;0,1438;2,2409;54,0321;0,0978;2,3597;45,7889;14,6917;23,1531;53,8328;0,1;2,3419;41,419;0,1991;2,8445;68,6639;14,5443;12,3083;74,793;8,7193;15,5204;71,4136;12,2256;10,9039;53,9739;12,1375;21,9813;50,066;19,4103;23,1062;66,5194;12,8567;16,2176;56,3902;-41,2919;34,397;19,5924;0,5236;1,1145;66,364;17,2519;13,5336;58,8782;16,5858;17,1914;71,211;13,0073;9,8986;38,7561;15,6552;19,4865;33,6751;13,2138;15,6792;30,1595;11,4513;13,2985;73,2529;-24,9949;59,2644;54,1799;0,0929;2,4853;63,9619;37,3059;62,8862;54,005;0,095;2,4949;50,6041;-32,781;-31,2611;26,5696;26,424;-28,0467;54,5917;0,0789;2,5404;29,7008;10,7196;-46,2399;54,62;0,029;2,4596
2;1;54,0904;0,017;2,1922;44,7454;-15,9259;26,8381;53,7336;0,1363;2,23;50,0645;-4,3121;-24,7388;56,857;7,5882;-27,1336;55,0252;0,0634;2,1412;70,445;-33,4454;-0,5663;54,8032;0,1611;1,4825;94,5042;0,6535;0,6272;52,2805;49,9818;17,8152;72,2809;13,3096;12,2089;36,2155;12,8755;24,1016;62,6838;16,9131;14,419;57,4862;11,6453;22,7965;84,1982;2,3361;86,5973;73,407;19,6081;73,3957;82,9877;0,3663;1,1735;64,0038;14,058;15,8281;69,061;9,9804;12,8371;37,3423;15,3215;31,4092;66,8631;9,1763;17,847;60,5265;16,2579;21,3572;58,2381;16,5919;20,4846;42,2928;55,7137;34,9461;69,0057;0,1528;1,741;44,0765;18,621;21,3595;40,0105;13,4941;23,2149;54,5191;0,0997;2,3452;54,1005;0,1547;2,3451;65,5207;13,5526;14,8552;72,9322;9,393;13,9093;52,6556;49,4729;-16,2496;53,8643;0,081;2,4907;72,7593;10,0305;11,0212;53,8591;0,1275;2,4559;55,0185;0,0874;2,2189;54,6077;0,0658;2,267;54,4309;0,0816;2,4228;45,2134;14,7451;23,1016;54,0609;0,0186;2,3751;41,497;0,2922;2,8324;68,0043;14,7586;12,5841;74,1713;8,9454;15,6863;70,5199;12,4678;11,3458;54,2505;12,4033;22,1265;49,2731;19,3657;23,1933;65,1146;13,3136;16,8305;55,92;-40,7965;34,2759;20,1366;0,4446;1,5615;65,4342;17,5569;13,948;57,7629;16,8149;17,4665;70,675;13,1013;10,1669;38,7544;15,5573;19,3753;33,6334;12,9518;15,6115;29,8371;11,4042;13,0181;72,808;-24,8817;58,9934;53,4465;0,1363;2,5262;63,7857;37,6932;61,9751;53,3821;0,1266;2,4864;50,315;-33,0033;-30,964;26,241;26,1511;-27,7243;53,887;0,1068;2,4815;29,477;10,9474;-46,1912;53,6549;0,0111;2,527
3;1;53,7738;0,1018;2,2279;44,2755;-16,0826;26,055;54,5945;0,0984;2,1636;49,9486;-4,3952;-25,4863;56,3875;7,3221;-27,7428;54,0209;0,1268;2,2223;70,7768;-33,525;-1,2744;54,4148;0,1166;1,8005;94,373;0,7039;0,4897;52,8596;49,6815;18,3234;72,4459;13,0461;12,0816;36,4533;12,9621;24,7056;63,2187;16,5518;14,366;57,9867;11,5936;22,9329;84,3884;2,5718;88,4104;73,3405;19,7686;74,8006;83,665;0,442;0,7528;64,0743;13,9087;15,5703;69,1905;9,8669;12,6181;36,1976;15,009;31,846;67,1377;8,9484;17,9229;61,0909;15,8852;21,4347;57,4055;16,3514;20,5104;42,6979;56,7479;35,8043;68,6853;0,1547;1,3111;44,1873;18,3146;21,7152;40,4703;13,4574;24,1061;54,4689;0,0915;2,1883;53,7498;0,1443;2,2855;66,1635;13,289;14,3885;71,7962;9,1524;13,5082;52,4569;49,592;-17,0311;53,4806;0,1231;2,2574;72,7865;9,7882;10,6588;53,9452;0,084;2,2727;54,3308;0,0505;2,2608;53,675;0,1567;2,3663;53,3281;0,0965;2,4076;45,9155;14,4055;23,524;54,0175;0,0991;2,4358;40,1589;0,2263;2,7298;67,9485;14,6077;12,2542;74,1399;8,8508;15,4448;71,0606;12,2807;10,7934;54,435;12,1976;22,1264;49,2367;19,4384;22,7878;66,4566;12,8644;16,1281;55,8535;-40,7324;34,6041;19,5018;0,4623;0,7771;65,7826;17,2636;13,3666;58,3114;16,5866;17,1659;71,3934;12,837;9,7022;39,468;15,2927;19,6372;33,7732;12,9086;14,9174;29,2727;11,1383;12,8902;72,8428;-25,04;59,2503;53,5992;0,0686;2,1614;63,6208;36,8453;63,0317;53,1467;0,1709;2,1664;51,1481;-31,4542;-29,6419;26,6949;27,3552;-28,274;53,696;0,1751;2,1137;29,2238;12,2021;-45,2085;54,2826;0,0209;2,1469
3;1;55,3676;0,0937;2,0632;45,679;-16,3771;25,63;55,7024;0,0726;2,0381;50,6007;-4,2891;-25,622;56,9092;7,3321;-27,5127;54,7495;0,0917;2,1504;70,4939;-33,451;-1,4488;54,9782;0,0228;2,0777;94,3263;0,613;0,4793;52,7752;50,06;17,0901;72,9463;12,7844;12,0242;36,812;13,2015;24,5189;64,188;16,3749;13,9834;58,4234;11,4123;22,8349;84,6003;2,1491;86,9248;73,9927;18,9117;73,737;84,0811;0,4367;0,7644;64,4979;13,8324;15,5513;69,9691;9,7277;12,5074;36,7002;15,7116;31,5974;67,6468;8,8353;17,7852;61,6601;15,846;21,3811;59,1513;16,4724;20,5923;42,5164;56,6392;35,124;70,2163;0,1065;1,2299;45,7505;18,6226;21,8422;41,8485;13,6059;24,2539;55,6109;0,103;2,1778;55,4479;0,1129;2,1006;66,9715;13,0997;14,1208;73,9941;9,07;13,2642;52,717;49,4691;-16,6881;55,5671;0,1254;1,9651;73,5618;9,7671;10,6784;55,2682;0,0878;2,211;55,7482;0,0698;2,1125;55,9203;0,1041;2,1456;54,9799;0,0815;2,1598;46,2038;14,834;23,4791;54,6934;0,1088;2,1983;42,7451;0,1737;2,5539;68,7535;14,4785;12,1139;74,4425;8,6887;15,4694;71,1659;12,2194;10,7156;55,9842;11,9447;22,29;49,9734;19,3944;22,8864;66,6729;12,7776;15,923;56,104;-41,5425;32,7143;21,2246;0,6974;0,763;66,2709;17,1185;13,2395;58,8516;16,52;16,9778;71,6558;12,8158;9,6616;40,2617;15,3964;19,224;35,0198;13,056;15,0922;31,4417;11,7785;13,9494;73,4114;-25,2121;57,8354;54,4831;0,1172;1,9279;63,9006;37,1452;61,224;55,0736;0,1264;2,0887;51,3335;-31,4972;-29,8178;27,0265;27,5763;-29,0477;54,8272;0,0867;2,0613;30,5342;11,713;-46,8646;56,8801;0,2215;0,7252
